
#S 55  ascan  th 24.8307 26.0308  40 2
#D Fri May 10 16:28:36 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.0076331 3.001320465 0.005927908825 1.5406 -4.345492604 4.385399697 -35 81.13531624 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.00763 3.00132 0.00592791
#P0 120.7995 25.43075 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 20.0824K  51.3158K 
#N 10
#L Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.009702526 2.999244961 0.007524799904 1.5406 -4.340108597 4.39076607 -35 81.13533415 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.0097 2.99924 0.0075248
#P0 120.7995 25.47075 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 68.9974K  0K 
#N 10
#L Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
24.87075 2.97851 3.03022 -0.0164285  67.9573 86.1048 504320 2 0 3
24.90075 2.98008 3.02868 -0.0152309  67.9593 86.0923 504323 2 0 8
24.93075 2.98164 3.02714 -0.0140332  67.9613 86.0828 504326 2 0 6
24.96075 2.98321 3.0256 -0.0128356  67.9629 86.0737 504329 2 0 4
24.99075 2.98477 3.02405 -0.0116379  67.9647 86.0673 504332 2 0 9
25.02075 2.98634 3.02251 -0.0104403  67.9667 86.0566 504335 2 0 12
25.05075 2.9879 3.02096 -0.00924259  67.9688 86.0492 504338 2 0 14
25.08075 2.98946 3.01942 -0.00804493  67.9704 86.0396 504341 2 0 17
25.11075 2.99103 3.01787 -0.00684726  67.9718 86.0285 504344 2 0 26
25.14075 2.99259 3.01632 -0.00564959  67.9731 86.0208 504347 2 0 69
25.17075 2.99415 3.01478 -0.00445192  0 86.0153 504350 2 0 80
25.20075 2.99571 3.01323 -0.00325425  0 86.0044 504353 2 0 137
25.23075 2.99726 3.01168 -0.00205657  0 85.9971 504356 2 0 236
25.26075 2.99882 3.01013 -0.000858901  0 85.989 504359 2 0 336
25.29075 3.00038 3.00857 0.000338772  0 85.9816 504362 2 0 363
25.32075 3.00193 3.00702 0.00153645  0 85.9741 504365 2 0 520
25.35075 3.00349 3.00547 0.00273412  0 85.9676 504368 2 0 689
25.38075 3.00504 3.00391 0.00393179  0 85.9598 504371 2 0 819
25.41075 3.0066 3.00236 0.00512946  0 85.952 504374 2 0 974
25.44075 3.00815 3.0008 0.00632713  0 85.9449 504377 2 0 1088
25.47075 3.0097 2.99924 0.0075248  0 85.9392 504380 2 0 1139
25.50075 3.01125 2.99769 0.00872247  0 85.9317 504383 2 0 1090
25.53075 3.0128 2.99613 0.00992013  0 85.9262 504386 2 0 1014
25.56075 3.01435 2.99457 0.0111178  0 85.9168 504389 2 0 872
25.59075 3.0159 2.99301 0.0123154  0 85.9143 504392 2 0 686
25.62075 3.01745 2.99145 0.0135131  0 85.9041 504395 2 0 521
25.65075 3.019 2.98989 0.0147108  0 85.8941 504398 2 0 321
25.68075 3.02054 2.98832 0.0159084  0 85.8908 504401 2 0 232
25.71075 3.02209 2.98676 0.017106  0 85.8864 504404 2 0 116
25.74075 3.02363 2.9852 0.0183037  0 85.8793 504407 2 0 82
25.77075 3.02518 2.98363 0.0195013  0 85.8734 504410 2 0 55
25.80075 3.02672 2.98207 0.0206989  0 85.8642 504413 2 0 41
25.83075 3.02826 2.9805 0.0218966  0 85.8584 504416 2 0 29
25.86075 3.0298 2.97893 0.0230942  0 85.8562 504419 2 0 28
25.89075 3.03134 2.97736 0.0242918  0 85.8479 504422 2 0 16
25.92075 3.03288 2.9758 0.0254894  67.9948 85.8427 504425 2 0 7
25.95075 3.03442 2.97423 0.026687  0 85.8353 504428 2 0 10
25.98075 3.03596 2.97265 0.0278846  0 85.8342 504431 2 0 11
26.01075 3.0375 2.97108 0.0290822  0 85.8278 504434 2 0 7
26.04075 3.03903 2.96951 0.0302797  0 85.8194 504437 2 0 8
26.07075 3.04057 2.96794 0.0314773  0 85.8152 504440 2 0 13

#S 882  a2scan  tth 119.299 122.299  th 24.7207 26.2207  60 2
#D Mon May 13 10:48:44 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.009702526 2.999244961 0.007524799904 1.5406 -4.340108597 4.39076607 -35 81.13533415 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.0097 2.99924 0.0075248
#P0 120.7995 25.47075 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 0K  85.8152K 
#N 11
#L 2Th  Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
119.2995 24.72075 2.98706 2.97669 0.0074682  67.9974 85.7869 504455 2 0 2
119.3495 24.74575 2.98783 2.97745 0.00747011  67.9977 85.7807 504460 2 0 6
119.3995 24.77075 2.98859 2.97821 0.00747201  67.9978 85.7714 504465 2 0 5
119.4495 24.79575 2.98935 2.97896 0.00747392  67.9979 85.7634 504470 2 0 8
119.4995 24.82075 2.99011 2.97972 0.00747582  67.9982 85.7586 504475 2 0 10
119.5495 24.84575 2.99087 2.98048 0.00747772  0 85.749 504480 2 0 14
119.5995 24.87075 2.99163 2.98124 0.00747962  67.9986 85.7446 504483 2 0 12
119.6495 24.89575 2.99239 2.982 0.00748152  67.9989 85.7416 504489 2 0 23
119.6995 24.92075 2.99315 2.98275 0.00748342  67.9987 0 504492 2 0 27
119.7495 24.94575 2.99391 2.98351 0.00748532  67.9987 85.7271 504497 2 0 25
119.7995 24.97075 2.99467 2.98426 0.00748721  67.9993 85.7163 504502 2 0 29
119.8495 24.99575 2.99542 2.98502 0.0074891  67.9992 85.7118 504507 2 0 50
119.8995 25.02075 2.99618 2.98577 0.00749099  67.9992 85.7015 504512 2 0 44
119.9495 25.04575 2.99694 2.98652 0.00749288  0 85.6995 504517 2 0 59
119.9995 25.07075 2.99769 2.98728 0.00749477  67.9995 85.6895 504523 2 0 66
120.0495 25.09575 2.99845 2.98803 0.00749666  67.9993 85.6846 504528 2 0 88
120.0995 25.12075 2.9992 2.98878 0.00749855  67.9992 85.6778 504533 2 0 104
120.1495 25.14575 2.99996 2.98953 0.00750043  67.9997 85.6688 504538 2 0 135
120.1995 25.17075 3.00071 2.99028 0.00750231  67.9996 85.6637 504543 2 0 179
120.2495 25.19575 3.00146 2.99103 0.0075042  67.9994 85.657 504548 2 0 187
120.2995 25.22075 3.00221 2.99178 0.00750608  67.9997 85.6533 504553 2 0 167
120.3495 25.24575 3.00297 2.99253 0.00750796  0 85.6491 504558 2 0 248
120.3995 25.27075 3.00372 2.99328 0.00750983  67.9998 85.641 504563 2 0 357
120.4495 25.29575 3.00447 2.99403 0.00751171  67.9994 85.6368 504568 2 0 434
120.4995 25.32075 3.00522 2.99477 0.00751358  67.9999 85.6299 504573 2 0 550
120.5495 25.34575 3.00597 2.99552 0.00751546  0 85.6274 504579 2 0 642
120.5995 25.37075 3.00671 2.99627 0.00751733  67.9997 85.6197 504584 2 0 750
120.6495 25.39575 3.00746 2.99701 0.0075192  67.9996 85.6145 504589 2 0 867
120.6995 25.42075 3.00821 2.99776 0.00752107  67.9998 85.6107 504594 2 0 975
120.7495 25.44575 3.00896 2.9985 0.00752293  67.9998 85.6053 504599 2 0 1030
120.7995 25.47075 3.0097 2.99924 0.0075248  67.9997 0 504604 2 0 1100
120.8495 25.49575 3.01045 2.99999 0.00752666  67.9998 85.5964 504609 2 0 1128
120.8995 25.52075 3.01119 3.00073 0.00752853  67.9995 85.592 504614 2 0 1091
120.9495 25.54575 3.01194 3.00147 0.00753039  68 85.587 504620 2 0 992
120.9995 25.57075 3.01268 3.00221 0.00753225  0 85.5837 504625 2 0 913
121.0495 25.59575 3.01343 3.00295 0.00753411  67.9999 85.575 504630 2 0 814
121.0995 25.62075 3.01417 3.0037 0.00753597  67.9998 85.5737 504635 2 0 702
121.1495 25.64575 3.01491 3.00444 0.00753782  67.9996 85.5663 504640 2 0 704
121.1995 25.67075 3.01565 3.00517 0.00753968  0 85.5615 504645 2 0 556
121.2495 25.69575 3.01639 3.00591 0.00754153  67.9996 85.559 504650 2 0 509
121.2995 25.72075 3.01713 3.00665 0.00754338  67.9998 85.5527 504655 2 0 440
121.3495 25.74575 3.01787 3.00739 0.00754523  67.9997 85.5496 504660 2 0 397
121.3995 25.77075 3.01861 3.00813 0.00754708  68 85.5472 504666 2 0 274
121.4495 25.79575 3.01935 3.00886 0.00754893  67.9996 85.5449 504671 2 0 240
121.4995 25.82075 3.02009 3.0096 0.00755077  67.9998 85.5386 504676 2 0 196
121.5495 25.84575 3.02083 3.01033 0.00755262  67.9999 85.5366 504681 2 0 145
121.5995 25.87075 3.02157 3.01107 0.00755446  0 85.532 504686 2 0 134
121.6495 25.89575 3.0223 3.0118 0.0075563  67.9997 85.529 504691 2 0 97
121.6995 25.92075 3.02304 3.01253 0.00755814  67.9999 85.5243 504696 2 0 67
121.7495 25.94575 3.02377 3.01327 0.00755998  68.0001 85.5207 504701 2 0 52
121.7995 25.97075 3.02451 3.014 0.00756182  67.9999 85.5176 504706 2 0 48
121.8495 25.99575 3.02524 3.01473 0.00756365  67.9999 85.5174 504712 2 0 27
121.8995 26.02075 3.02598 3.01546 0.00756549  67.9997 85.5079 504717 2 0 19
121.9495 26.04575 3.02671 3.01619 0.00756732  67.9999 85.5096 504722 2 0 16
121.9995 26.07075 3.02744 3.01692 0.00756915  67.9998 85.5049 504727 2 0 13
122.0495 26.09575 3.02817 3.01765 0.00757098  67.9998 85.5007 504732 2 0 13
122.0995 26.12075 3.02891 3.01838 0.00757281  67.9997 85.4992 504737 2 0 10
122.1495 26.14575 3.02964 3.01911 0.00757464  68 85.4922 504742 2 0 8
122.1995 26.17075 3.03037 3.01984 0.00757646  0 85.492 504747 2 0 12
122.2495 26.19575 3.0311 3.02056 0.00757829  67.9999 85.4876 504753 2 0 6
122.2995 26.22075 3.03182 3.02129 0.00758011  67.9996 85.4877 504758 2 0 3
#C Mon May 13 10:54:08 2019.  Temperature Setpoint at 67.
#C Mon May 13 10:54:09 2019.  Temperature Setpoint at 67.

#S 883  ascan  th 24.8707 26.0708  40 2
#D Mon May 13 10:56:10 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.009702526 2.999244961 0.007524799904 1.5406 -4.340108597 4.39076607 -35 81.13533415 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.0097 2.99924 0.0075248
#P0 120.7995 25.47075 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 67.9973K  85.4774K 
#N 10
#L Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
24.87075 2.97851 3.03022 -0.0164285  66.9576 85.1278 504896 2 0 1
24.90075 2.98008 3.02868 -0.0152309  66.9595 85.1221 504899 2 0 4
24.93075 2.98164 3.02714 -0.0140332  66.9617 85.1118 504902 2 0 8
24.96075 2.98321 3.0256 -0.0128356  66.9635 85.0995 504905 2 0 8
24.99075 2.98477 3.02405 -0.0116379  66.9656 85.0916 504908 2 0 7
25.02075 2.98634 3.02251 -0.0104403  66.9671 85.0824 504911 2 0 4
25.05075 2.9879 3.02096 -0.00924259  66.9688 85.0743 504914 2 0 18
25.08075 2.98946 3.01942 -0.00804493  66.9707 85.0638 504917 2 0 18
25.11075 2.99103 3.01787 -0.00684726  0 85.0553 504920 2 0 31
25.14075 2.99259 3.01632 -0.00564959  0 85.045 504923 2 0 56
25.17075 2.99415 3.01478 -0.00445192  0 85.0358 504926 2 0 107
25.20075 2.99571 3.01323 -0.00325425  0 85.0311 504929 2 0 153
25.23075 2.99726 3.01168 -0.00205657  0 85.0212 504932 2 0 209
25.26075 2.99882 3.01013 -0.000858901  0 85.0111 504935 2 0 298
25.29075 3.00038 3.00857 0.000338772  0 85.0047 504938 2 0 416
25.32075 3.00193 3.00702 0.00153645  0 84.9969 504941 2 0 526
25.35075 3.00349 3.00547 0.00273412  0 84.9905 504944 2 0 708
25.38075 3.00504 3.00391 0.00393179  0 84.983 504947 2 0 878
25.41075 3.0066 3.00236 0.00512946  0 84.9737 504950 2 0 989
25.44075 3.00815 3.0008 0.00632713  0 84.9678 504953 2 0 1070
25.47075 3.0097 2.99924 0.0075248  0 84.9605 504956 2 0 1036
25.50075 3.01125 2.99769 0.00872247  0 84.9515 504959 2 0 1037
25.53075 3.0128 2.99613 0.00992013  0 84.945 504962 2 0 948
25.56075 3.01435 2.99457 0.0111178  0 84.9381 504965 2 0 810
25.59075 3.0159 2.99301 0.0123154  0 84.9309 504968 2 0 700
25.62075 3.01745 2.99145 0.0135131  0 84.9273 504971 2 0 471
25.65075 3.019 2.98989 0.0147108  0 84.9198 504974 2 0 319
25.68075 3.02054 2.98832 0.0159084  0 84.9141 504977 2 0 237
25.71075 3.02209 2.98676 0.017106  0 84.9044 504980 2 0 131
25.74075 3.02363 2.9852 0.0183037  0 84.9 504983 2 0 84
25.77075 3.02518 2.98363 0.0195013  0 84.8939 504986 2 0 63
25.80075 3.02672 2.98207 0.0206989  0 84.8884 504989 2 0 39
25.83075 3.02826 2.9805 0.0218966  0 84.8799 504992 2 0 34
25.86075 3.0298 2.97893 0.0230942  0 84.8756 504995 2 0 24
25.89075 3.03134 2.97736 0.0242918  0 84.869 504998 2 0 24
25.92075 3.03288 2.9758 0.0254894  0 84.8641 505001 2 0 12
25.95075 3.03442 2.97423 0.026687  0 84.8564 505004 2 0 13
25.98075 3.03596 2.97265 0.0278846  0 84.8499 505007 2 0 13
26.01075 3.0375 2.97108 0.0290822  0 84.8467 505010 2 0 9
26.04075 3.03903 2.96951 0.0302797  0 84.84 505013 2 0 9
26.07075 3.04057 2.96794 0.0314773  0 84.8372 505016 2 0 6

#S 884  a2scan  tth 119.299 122.299  th 24.7172 26.2172  60 2
#D Mon May 13 10:58:22 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.00952151 2.999426626 0.00738507207 1.5406 -4.34057978 4.390296597 -35 81.13533241 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.00952 2.99943 0.00738507
#P0 120.7995 25.46725 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 0K  84.8372K 
#N 11
#L 2Th  Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
119.2995 24.71725 2.98688 2.97687 0.00732952  66.9974 84.8055 505032 2 0 6
119.3495 24.74225 2.98765 2.97763 0.0073314  66.9979 84.7975 505037 2 0 8
119.3995 24.76725 2.98841 2.97839 0.00733327  66.9977 84.7902 505042 2 0 6
119.4495 24.79225 2.98917 2.97915 0.00733514  66.9982 84.7787 505048 2 0 8
119.4995 24.81725 2.98993 2.9799 0.007337  66.9985 84.772 505053 2 0 5
119.5495 24.84225 2.99069 2.98066 0.00733887  66.9983 84.765 505056 2 0 14
119.5995 24.86725 2.99145 2.98142 0.00734073  66.9987 84.7583 505061 2 0 11
119.6495 24.89225 2.99221 2.98218 0.0073426  66.9986 84.7491 505066 2 0 17
119.6995 24.91725 2.99297 2.98293 0.00734446  66.999 84.7454 505071 2 0 25
119.7495 24.94225 2.99373 2.98369 0.00734632  66.999 84.7359 505077 2 0 21
119.7995 24.96725 2.99449 2.98444 0.00734818  66.9993 84.7322 505080 2 0 24
119.8495 24.99225 2.99524 2.9852 0.00735004  66.9991 84.7213 505085 2 0 32
119.8995 25.01725 2.996 2.98595 0.00735189  66.9993 84.7167 505090 2 0 48
119.9495 25.04225 2.99676 2.98671 0.00735375  0 84.711 505095 2 0 59
119.9995 25.06725 2.99751 2.98746 0.0073556  66.9997 84.7036 505100 2 0 75
120.0495 25.09225 2.99827 2.98821 0.00735746  66.9995 84.698 505105 2 0 77
120.0995 25.11725 2.99902 2.98896 0.00735931  66.9995 84.6923 505110 2 0 113
120.1495 25.14225 2.99978 2.98971 0.00736116  66.9996 84.6829 505115 2 0 136
120.1995 25.16725 3.00053 2.99046 0.007363  66.9995 84.6778 505121 2 0 155
120.2495 25.19225 3.00128 2.99121 0.00736485  66.9995 84.6715 505126 2 0 184
120.2995 25.21725 3.00203 2.99196 0.0073667  66.9998 84.6628 505131 2 0 248
120.3495 25.24225 3.00278 2.99271 0.00736854  0 84.6619 505136 2 0 256
120.3995 25.26725 3.00354 2.99346 0.00737038  66.9998 84.6568 505141 2 0 348
120.4495 25.29225 3.00429 2.99421 0.00737222  66.9998 84.6456 505146 2 0 399
120.4995 25.31725 3.00504 2.99496 0.00737406  66.9999 84.6411 505151 2 0 467
120.5495 25.34225 3.00578 2.9957 0.0073759  66.9999 84.6383 505156 2 0 666
120.5995 25.36725 3.00653 2.99645 0.00737774  66.9998 84.6308 505161 2 0 769
120.6495 25.39225 3.00728 2.99719 0.00737957  66.9996 84.6274 505166 2 0 855
120.6995 25.41725 3.00803 2.99794 0.00738141  66.9997 84.6221 505172 2 0 937
120.7495 25.44225 3.00878 2.99868 0.00738324  66.9996 84.6138 505177 2 0 1022
120.7995 25.46725 3.00952 2.99943 0.00738507  66.9998 84.6114 505182 2 0 1120
120.8495 25.49225 3.01027 3.00017 0.0073869  66.9998 84.6073 505187 2 0 1142
120.8995 25.51725 3.01101 3.00091 0.00738873  66.9998 84.6022 505192 2 0 1096
120.9495 25.54225 3.01176 3.00165 0.00739056  66.9997 84.5964 505197 2 0 947
120.9995 25.56725 3.0125 3.0024 0.00739238  67 84.5931 505202 2 0 875
121.0495 25.59225 3.01324 3.00314 0.00739421  0 84.5907 505207 2 0 889
121.0995 25.61725 3.01399 3.00388 0.00739603  66.9997 84.5824 505212 2 0 769
121.1495 25.64225 3.01473 3.00462 0.00739785  66.9998 84.5788 505218 2 0 706
121.1995 25.66725 3.01547 3.00536 0.00739967  66.9997 84.5737 505223 2 0 555
121.2495 25.69225 3.01621 3.00609 0.00740149  66.9998 84.5729 505228 2 0 514
121.2995 25.71725 3.01695 3.00683 0.00740331  66.9997 84.57 505233 2 0 416
121.3495 25.74225 3.01769 3.00757 0.00740512  66.9998 84.559 505238 2 0 366
121.3995 25.76725 3.01843 3.00831 0.00740694  67.0002 84.5542 505243 2 0 309
121.4495 25.79225 3.01917 3.00904 0.00740875  0 84.5513 505248 2 0 235
121.4995 25.81725 3.01991 3.00978 0.00741056  66.9997 84.5465 505253 2 0 201
121.5495 25.84225 3.02065 3.01051 0.00741237  66.9996 84.5465 505258 2 0 146
121.5995 25.86725 3.02138 3.01125 0.00741418  66.9996 84.5421 505264 2 0 114
121.6495 25.89225 3.02212 3.01198 0.00741599  0 84.5316 505269 2 0 88
121.6995 25.91725 3.02286 3.01272 0.00741779  66.9999 84.5324 505274 2 0 58
121.7495 25.94225 3.02359 3.01345 0.0074196  67.0002 84.5303 505279 2 0 45
121.7995 25.96725 3.02433 3.01418 0.0074214  66.9998 84.5282 505284 2 0 34
121.8495 25.99225 3.02506 3.01491 0.0074232  66.9997 84.5229 505289 2 0 28
121.8995 26.01725 3.02579 3.01564 0.007425  66.9998 84.517 505294 2 0 22
121.9495 26.04225 3.02653 3.01638 0.0074268  66.9999 84.5166 505300 2 0 18
121.9995 26.06725 3.02726 3.01711 0.0074286  66.9998 84.5113 505305 2 0 15
122.0495 26.09225 3.02799 3.01783 0.0074304  66.9997 84.5125 505310 2 0 7
122.0995 26.11725 3.02872 3.01856 0.00743219  66.9998 84.5078 505315 2 0 7
122.1495 26.14225 3.02945 3.01929 0.00743398  0 84.5058 505320 2 0 4
122.1995 26.16725 3.03018 3.02002 0.00743578  66.9996 84.5007 505325 2 0 4
122.2495 26.19225 3.03091 3.02075 0.00743757  66.9996 84.4948 505330 2 0 4
122.2995 26.21725 3.03164 3.02147 0.00743935  66.9997 84.495 505335 2 0 3
#C Mon May 13 11:03:46 2019.  Temperature Setpoint at 66.
#C Mon May 13 11:03:47 2019.  Temperature Setpoint at 66.

#S 885  ascan  th 24.8672 26.0673  40 2
#D Mon May 13 11:05:48 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.00952151 2.999426626 0.00738507207 1.5406 -4.34057978 4.390296597 -35 81.13533241 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.00952 2.99943 0.00738507
#P0 120.7995 25.46725 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 66.9972K  84.4869K 
#N 10
#L Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
24.86725 2.97832 3.0304 -0.0165682  0 84.205 505474 2 0 4
24.89725 2.97989 3.02886 -0.0153706  65.957 84.2039 505477 2 0 3
24.92725 2.98146 3.02732 -0.0141729  65.9593 84.1893 505480 2 0 11
24.95725 2.98303 3.02578 -0.0129753  65.9614 84.1832 505483 2 0 5
24.98725 2.98459 3.02423 -0.0117776  65.9631 84.1746 505486 2 0 10
25.01725 2.98615 3.02269 -0.01058  65.9655 84.1692 505489 2 0 13
25.04725 2.98772 3.02114 -0.00938232  65.967 84.1607 505492 2 0 11
25.07725 2.98928 3.0196 -0.00818465  65.9686 84.1509 505495 2 0 13
25.10725 2.99084 3.01805 -0.00698699  65.9706 84.1501 505498 2 0 40
25.13725 2.9924 3.0165 -0.00578932  0 84.1431 505501 2 0 59
25.16725 2.99396 3.01496 -0.00459165  0 84.1368 505504 2 0 69
25.19725 2.99552 3.01341 -0.00339398  65.975 84.1288 505507 2 0 139
25.22725 2.99708 3.01186 -0.0021963  0 84.1196 505510 2 0 209
25.25725 2.99864 3.01031 -0.00099863  0 84.1187 505513 2 0 323
25.28725 3.0002 3.00875 0.000199044  0 84.1086 505516 2 0 395
25.31725 3.00175 3.0072 0.00139672  0 84.1037 505519 2 0 503
25.34725 3.00331 3.00565 0.00259439  0 84.0968 505522 2 0 682
25.37725 3.00486 3.00409 0.00379206  0 84.0919 505525 2 0 799
25.40725 3.00642 3.00254 0.00498973  0 84.0851 505528 2 0 988
25.43725 3.00797 3.00098 0.0061874  0 84.0833 505531 2 0 1077
25.46725 3.00952 2.99943 0.00738507  0 84.0801 505534 2 0 1118
25.49725 3.01107 2.99787 0.00858274  0 84.0674 505537 2 0 1024
25.52725 3.01262 2.99631 0.0097804  0 84.063 505540 2 0 988
25.55725 3.01417 2.99475 0.0109781  0 84.0601 505543 2 0 883
25.58725 3.01572 2.99319 0.0121757  65.9888 84.0552 505546 2 0 672
25.61725 3.01727 2.99163 0.0133734  0 84.0507 505549 2 0 480
25.64725 3.01882 2.99007 0.014571  65.9899 84.045 505552 2 0 315
25.67725 3.02036 2.98851 0.0157687  0 84.0392 505555 2 0 240
25.70725 3.02191 2.98694 0.0169663  0 84.0337 505558 2 0 141
25.73725 3.02345 2.98538 0.018164  0 84.0307 505561 2 0 109
25.76725 3.025 2.98381 0.0193616  0 84.0265 505564 2 0 56
25.79725 3.02654 2.98225 0.0205592  0 84.0185 505567 2 0 36
25.82725 3.02808 2.98068 0.0217568  0 84.0132 505570 2 0 36
25.85725 3.02962 2.97912 0.0229545  0 84.0118 505573 2 0 15
25.88725 3.03116 2.97755 0.0241521  0 84.0046 505576 2 0 24
25.91725 3.0327 2.97598 0.0253497  0 84.0041 505579 2 0 13
25.94725 3.03424 2.97441 0.0265473  0 83.9996 505582 2 0 11
25.97725 3.03578 2.97284 0.0277449  0 83.9911 505585 2 0 7
26.00725 3.03732 2.97127 0.0289424  0 83.9896 505588 2 0 13
26.03725 3.03885 2.96969 0.03014  0 83.9848 505591 2 0 6
26.06725 3.04039 2.96812 0.0313376  0 83.9811 505594 2 0 0

#S 886  a2scan  tth 119.299 122.299  th 24.7157 26.2157  60 2
#D Mon May 13 11:07:59 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.009443928 2.999504479 0.007325188704 1.5406 -4.340781711 4.390095389 -35 81.13533168 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.00944 2.9995 0.00732519
#P0 120.7995 25.46575 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 0K  83.9811K 
#N 11
